nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
15178350,행정,"2018년 4월 유형별 서식민원처리실적(시본청)",배병만,시민봉사담당관,20180502151344,"행정ㆍ기타>민원행정서비스>민원처리실적>유형별 민원처리실적",2133-7908,"CC BY-NC-SA",https://opengov.seoul.go.kr/public/15178350
15201969,행정,"정보공개청구에 따른 공개목록('18.1월~3월)",권주영,정보공개정책과,20180504114542,"행정ㆍ기타>일반행정>정보공개 청구 현황>정보공개 청구에 따른 공개한 목록",2133-5697,"CC BY",https://opengov.seoul.go.kr/public/15201969
15201970,행정,"정보공개청구에 따른 비공개목록('18.1월~3월)",권주영,정보공개정책과,20180504114702,"행정ㆍ기타>일반행정>정보공개 청구 현황>정보공개 청구에 따른 비공개한 목록",2133-5697,"CC BY",https://opengov.seoul.go.kr/public/15201970
15235118,환경,"2018년 가로·골목길 청결대책",김동호,생활환경과,20180510113124,"환경>교통관련 저공해사업>승용차요일제 운영현황>승용차요일제 운영현황",2133-3733,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/15235118
15254379,여성가족,"중소기업자와의 우선조달계약에 대한 예외 공표",안호준,가족담당관,20180514161138,"여성ㆍ가족>가족정책>가족체험시설>지방폐교 활용 가족 자연체험시설 현황",02-2133-5180,"CC BY",https://opengov.seoul.go.kr/public/15254379
15274752,공통업무,"2018년 2분기 직원 생일상품권 구매(4,5,6월)",최희정,"뚝도아리수정수센터 행정관리과",20180516145647,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3146-5561,"CC BY-NC",https://opengov.seoul.go.kr/public/15274752
15274755,공통업무,"서울시립대 업무추진비 공개(2018.2월)",이원배,총무과,20180516200629,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",02-6490-6411,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/15274755
15274756,공통업무,"서울시립대 업무추진비 공개(2018.3월)",이원배,총무과,20180516200821,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",02-6490-6411,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/15274756
15282565,공통업무,"중소기업자와의 우선조달계약에 대한 예외 공표",마지솔,가족담당관,20180517104648,"공통업무>계약현황>공사, 물품구매, 용역 등 주요 계약현황>중소기업자와의 우선조달계약에 대한 예외 공표",02-2133-5162,"CC BY",https://opengov.seoul.go.kr/public/15282565
15301413,경제,"2018년 서울시 일자리 창출 추진현황(3월까지 누적)",엄태근,일자리정책담당관,20180521180532,"경제>일자리>일자리 창출 추진실적>일자리 창출 추진현황 및 실적",2133-5455,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/15301413
15360403,공통업무,"찾아가는 수도교실 운영",정수형,홍보과,20180530165145,"공통업무>업무계획>주요 업무계획>서울시 주요 업무계획",3146-1219,"CC BY",https://opengov.seoul.go.kr/public/15360403
15360404,공통업무,"아리수 체험투어",정수형,홍보과,20180530165452,"공통업무>업무계획>주요 업무계획>서울시 주요 업무계획",3146-1219,"CC BY",https://opengov.seoul.go.kr/public/15360404
