nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
9225492,공통업무,"재정관리담당관 7월 업무추진비 사용내역 공개",김수희,재정관리담당관,20160802091918,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6865,"CC BY-ND",http://opengov.seoul.go.kr/public/9225492
9225493,공통업무,"재정관리담당관 7월 법인카드 사용내역 공개",김수희,재정관리담당관,20160802092007,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6865,"CC BY",http://opengov.seoul.go.kr/public/9225493
9225494,공통업무,"2016년 7월 도시기반시설본부 도시철도토목부 업무추진비 집행내역",김주미,도시철도토목부,20160802092436,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-772-7217,"CC BY",http://opengov.seoul.go.kr/public/9225494
9225495,공통업무,"2016년 7월 도시기반시설본부 건설총괄부 업무추진비 집행내역",김대하,건설총괄부,20160802093725,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3708-2326,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9225495
9225496,공통업무,"북부수도사업소 현장민원과 7월 부서운영 업무추진비 사용내역 공개",황은주,"북부수도사업소 현장민원과",20160802100604,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3146-2901,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9225496
9225497,공통업무,"2016년 7월 영등포아리수정수센터 행정관리과 업무추진비 사용내역",남상규,행정관리과,20160802101007,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3146-5612,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9225497
9225498,공통업무,"2016년 7월 종로소방서 업무추진비 사용내역",한희준,소방행정과,20160802110340,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-732-0109,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9225498
9225499,공통업무,"2016년 7월 양천소방서 신정119안전센터 업무추진비 집행내역",남준현,신정119안전센터,20160802000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2603-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9225499
9225500,공통업무," 2016년 7월 교통방송 기술국 업무추진비 집행내역  ",김정훈,기술국,20160802111545,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-311-5515,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9225500
9225501,공통업무,"동작소방서 상도119안전센터 업무추진비집행내역",백일선,상도119안전센터,20160802112251,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",821-1119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9225501
