nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
10433379,행정,"2016년 11월 유형별 서식민원처리 실적(시본청)",배병만,시민봉사담당관,20161202000000,"행정기타>민원행정서비스>민원처리실적>유형별 민원처리실적",2133-7907,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10433379
10449977,공통업무,"2016년 11월중 도봉소방서 업무추진비 사용내역 ",김재성,"도봉소방서 소방행정과",20161202165211,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3492-5521,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10449977
10464839,안전,"2016년 12월 서울시 재난 및 안전사고 분석·전망",문상인,현장대응단,20161203000000,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1731,"CC BY",https://opengov.seoul.go.kr/public/10464839
10465522,공통업무,"2016년 11월 북부도로사업소 상품권 구매 및 사용내역",박은화,"북부도로사업소 관리단속과",20161205173050,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",944-5411,"CC BY-ND",https://opengov.seoul.go.kr/public/10465522
10465530,행정,"2016년 12월 퇴직공직자 취업심사 결과 공개",임철현,조사담당관,20161205205111,"행정기타>퇴직공직자 취업심사>퇴직공직자 취업심사>퇴직공직자 취업심사 결과",02-2133-3164,"CC BY-ND",https://opengov.seoul.go.kr/public/10465530
10465531,행정,"2016년 8월 퇴직공직자 취업심사 결과 공개",임철현,조사담당관,20161205205732,"행정기타>퇴직공직자 취업심사>퇴직공직자 취업심사>퇴직공직자 취업심사 결과",02-2133-3164,"CC BY-ND",https://opengov.seoul.go.kr/public/10465531
10481934,안전,"'16/'17년 겨울철 제설대책 추진계획",박완송,도로관리과,20161206110018,"안전>도로관리>도로관리 추진현황>도로제설작업, 설해대책",2133-8185,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10481934
10482832,공통업무,"2016년 11월 시의회사무처 도시계획관리전문위원실 업무추진비 집행내역",강택기,도시계획관리전문위원실,20161206165448,"공통업무>업무추진비 사용내역>업무추진비 사용내역>투자출연기관장 및 임원의 업무추진비",0237051370,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10482832
10483002,환경,"폐기물관리법 위반자 과태료 사전부과 통지 반송 등에 따른 공시송달 공고",박용구,생활환경과,20161207094034,"환경>생활환경 관리>생활환경 관리현황>쓰레기 무단투기 단속실적",02-2133-3037,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10483002
10498525,공통업무,"2016년 11월 총장, 처장 업무추진비 공개",김유정,총무과,20161207142234,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",02-6490-6411,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10498525
10498527,공통업무,"중소기업자 간 경쟁입찰에 대한 예외 공표",최나영,동남권사업단,20161207143447,"공통업무>계약현황>공사, 물품구매, 용역 등 주요 계약현황>1억원 이상의 용역계약서",02-2133-8263,"CC BY-ND",https://opengov.seoul.go.kr/public/10498527
10499653,환경,"2016년 10월 서울대기질 현황",최용석,대기관리과,20161207000000,"환경>대기질 관리>대기질 개선 계획, 평가결과 등>대기질 검사결과",02-2133-3669,"CC BY",https://opengov.seoul.go.kr/public/10499653
10545424,공통업무,"2016년 강서도로사업소도로보수과 상품권구매 및 사용내역",한동희,도로보수과,20161211172756,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2657-7943,"CC BY",https://opengov.seoul.go.kr/public/10545424
10545428,공통업무,"2016년 11월 물순환안전국 하천관리과 업무추진비 집행내역 공개",김상희,하천관리과,20161211000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",2133-3868,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10545428
10545689,안전,"2016구조구급정책협의회 정기회 개최 계획",윤영란,재난대응과,20161212103736,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",70-1431,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10545689
10545697,공통업무,"2016년 11월 서울시립대 기획과 업무추진비 내역",이원배,기획과,20161212145313,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",6490-6312,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10545697
10545738,공통업무,"2016년 11월 교통방송 텔레비전국 업무추진비 집행내역",채지원,텔레비전국,20161212160629,"공통업무>계약현황>공사, 물품구매, 용역 등 주요 계약현황>1억원 이상의 공사 계약서",311-5413,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10545738
10545740,행정,"2016년 11월 인력개발과 업무추진비 사용내역 공개",오환섭,인력개발과,20161212180544,"행정기타>갈등예방 및 맞춤형갈등조정>갈등예방 및 맞춤형 갈등조정>서울시 갈등관리 매뉴얼",02-2133-5760,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10545740
10566751,건강,"2016년 음식점 위생등급 평가결과 우수음식점 공개",이철환,식품안전과,20161213162041,"건강식품>식생활 안전>음식점 위생등급제 평가제 실시>음식점 위생등급제 평가결과 우수음식점 공개",02-2133-4716,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10566751
10566752,공통업무,"업무추진비 집행내역 공개 (2016년 11월)",진귀수-22,차량정비센터,20161213163959,"공통업무>업무추진비 사용내역>업무추진비 사용내역>투자출연기관장 및 임원의 업무추진비",02)2204-0707,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10566752
10566755,안전,"2016년 11월 소방활동 현황(화재)",김준식,현장대응단,20161214112337,"안전>재난 현황>화재, 구조, 구급 등 재난발생현황>서울시 월중 화재발생 현황",3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10566755
10611549,행정,"2016년 하반기 서울창의상 수상목록",최현진,사회혁신담당관,20161216000000,"행정기타>창의, 제안>서울창의상 수상목록>서울창의상 운영",2133-6311,"CC BY",https://opengov.seoul.go.kr/public/10611549
10628022,환경,"폐기물관리법 위반자 과태료 부과 및 압류예고통지서 공시송달 ",박용구,생활환경과,20161219103225,"환경>생활환경 관리>생활환경 관리현황>쓰레기 무단투기 단속실적",02-2133-3730,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10628022
10628038,공통업무,"상품권 구매 및 사용내역(서울대공원 운영과)",한리라,운영과,20161219163551,"공통업무>업무계획>주요 업무계획>서울시 주요 업무계획",500-7312,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/10628038
10643216,공통업무,"중소기업자 간 경쟁입찰에 대한 예외 공표",김승현-23,"서울시인재개발원 인재양성과",20161220123839,"공통업무>계약현황>공사, 물품구매, 용역 등 주요 계약현황>1억원 이상의 용역계약서",02-3488-2155,"CC BY-ND",https://opengov.seoul.go.kr/public/10643216
