nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
17283042,공통업무,"2018년 상품권 구매 및 사용내역 공개",허민준,"강남수도사업소 행정지원과",20190302180734,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",3146-4722,"CC BY-ND",https://opengov.seoul.go.kr/public/17283042
17283404,공통업무,"2018년 소방재난본부(동대문소방서) 상품권 구매 및 사용내역",주현태,"동대문소방서 소방행정과",20190303000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2243-0071,"CC BY",https://opengov.seoul.go.kr/public/17283404
17283783,공통업무,"2018년 경제정책과 상품권 구매 및 사용내역(18.1.1~12.31)",조민정,경제정책과,20190304095822,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-5218,"CC BY-ND",https://opengov.seoul.go.kr/public/17283783
17283784,행정,"서울시 공무원 정원 및 현원 현황",김하윤,인사과,20190304000000,"행정ㆍ기타>인사행정>공무원 정원 및 현원 현황>공무원 정원 및 현원 현황",2133-5707,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/17283784
17283795,공통업무,"2018년 서울시인재개발원 인재양성과 상품권 구매 및 사용내역",채진명,인재양성과,20190304104447,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",3488-2135,"CC BY",https://opengov.seoul.go.kr/public/17283795
17283823,공통업무,"상품권 구매 내역 ",이지영,인재기획과,20190304122018,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3488-2036,"CC BY",https://opengov.seoul.go.kr/public/17283823
17283868,행정,"2019년 2월 유형별 서식민원처리 실적(시본청)",배병만,시민봉사담당관,20190304141508,"행정ㆍ기타>민원행정서비스>민원처리실적>유형별 민원처리실적",2133-7908,"CC BY-NC-SA",https://opengov.seoul.go.kr/public/17283868
17283879,환경,"서울시 2019년 녹색제품 구매계획",이지안,환경정책과,20190304000000,"환경>녹색제품 이용확대>녹색제품 이용확대>녹색제품 구매실적 및 구매계획",02-2133-3538,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/17283879
17283881,공통업무,"2018년 상품권 구매내역(뚝도아리수정수센터 정수과)",김미란,"뚝도아리수정수센터 정수과",20190304160053,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3146-5543,"CC BY-NC",https://opengov.seoul.go.kr/public/17283881
17296358,안전,"2019년도 민방위의 날 훈련 일정",오영남,민방위담당관,20190305101238,"안전>민방위>민방위 훈련 및 교육 계획>민방위훈련계획",02-2133-4512,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/17296358
17296389,안전,"2019년 서울시 민방위 교육지침",이일호,민방위담당관,20190305143331,"안전>민방위>민방위 훈련 및 교육 계획>민방위교육계획",2133-4540,"CC BY-ND",https://opengov.seoul.go.kr/public/17296389
17297103,공통업무,"2018년 상품권 구매 및 사용내역 공개",민다연,"상수도사업본부 인재육성과",20190305161643,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3146-1172,"CC BY",https://opengov.seoul.go.kr/public/17297103
17308513,환경,"자원회수시설 운영비 지원현황(2018년)",최형철,자원순환과,20190306161546,"환경>자원회수시설>자원회수시설 운영현황>자원회수시설 운영비 지원현황",02-2133-3683,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/17308513
17308515,환경,"자원회수시설 운영 관련 통계(2018년)",최형철,자원순환과,20190306161753,"환경>자원회수시설>자원회수시설 관련 통계>자원회수시설 관련 통계",02-2133-3683,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/17308515
17308516,환경,"자원회수시설 주민지원기금 운영현황(2018년)",최형철,자원순환과,20190306162023,"환경>자원회수시설>자원회수시설 운영현황>자원회수시설 주민지원기금 운영현황",02-2133-3683,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/17308516
17328739,공통업무,"2019년 3월 직원 생일상품권 구매",최희정,"뚝도아리수정수센터 행정관리과",20190308152045,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3146-5561,"CC BY-NC",https://opengov.seoul.go.kr/public/17328739
17338851,공통업무,"2018년 상품권 구매 및 사용내역",김남현,행정자치전문위원실,20190310000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등","02) 2180-8021","CC BY-ND",https://opengov.seoul.go.kr/public/17338851
17338949,공통업무,"2019년 2월 서울시립대학교 총장, 행정처장 업무추진비",김미경,서울시립대학교총무과,20190311130429,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",02-6490-6411,"CC BY-ND",https://opengov.seoul.go.kr/public/17338949
17338950,공통업무,"상품권 구매 및 사용내역(기획담당관)",권오흥,기획담당관,20190311132449,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-6617,"CC BY",https://opengov.seoul.go.kr/public/17338950
17369427,공통업무,"상품권 구매 및 사용내역(시민소통담당관)",맹업순,시민소통담당관,20190314104055,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-6412,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/17369427
17369428,공통업무,"상품권 구매 및 사용 내역",김지현,보건의료정책과,20190314124911,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-7511,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/17369428
17369429,공통업무,"2018년 서울시 국제교류담당관 상품권 구매 및 사용내역",김준태,국제교류담당관,20190314133508,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-5265,"CC BY",https://opengov.seoul.go.kr/public/17369429
17369430,공통업무,"2018년도 도서문화 상품건 구입",손운열,동물보호과,20190314134043,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-7650,"CC BY",https://opengov.seoul.go.kr/public/17369430
17369431,공통업무,"2018년도 상품권 구매 및 사용내역(공기업담당관)",엄인숙,공기업담당관,20190314000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-6775,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/17369431
17370152,공통업무,"2018년 예산담당관 상품권 구매 및 사용 내역",방준흠,예산담당관,20190314215408,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-6813,"CC BY",https://opengov.seoul.go.kr/public/17370152
17378767,공통업무,"상품권 구매",박경민,박물관과,20190315092213,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-4186,"CC BY",https://opengov.seoul.go.kr/public/17378767
17389145,공통업무,"전년도('18. 1. 1.~12.31.) 상품권 구매 및 사용 내역",장재완,교통정책과,20190318135009,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-2214,"CC BY",https://opengov.seoul.go.kr/public/17389145
17399706,공통업무,"2018년 상품권 구매내역 ",조정숙,어르신복지과,20190319104822,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-7406,"CC BY",https://opengov.seoul.go.kr/public/17399706
17400397,공통업무,"2018년 상품권 구매 및 사용내역",한경희,교통지도과,20190319172206,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-4556,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/17400397
17410235,공통업무,"2018년 청와대소방대 상품권 구매 및 사용내역",강판주,청와대소방대,20190320000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2235-0119,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/17410235
17410236,환경,"2018년도 다중이용시설 실내공기질 검사결과",김성범,대기정책과,20190320112356,"환경>생활환경 관리>실내공기질 관리현황>다중이용시설 등의 실내공기질 지도점검 및 오염도 검사결과",2133-3627,"CC BY-ND",https://opengov.seoul.go.kr/public/17410236
17410237,환경,"2018년 실내공기질 관리 우수시설 인증제 현황",김성범,대기정책과,20190320112658,"환경>생활환경 관리>실내공기질 관리현황>실내공기질 인증제 추진현황",2133-3627,"CC BY-ND",https://opengov.seoul.go.kr/public/17410237
