nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
19498243,공통업무,"2019 빅데이터담당관 상품권 구매내역 공개",윤혜숙,빅데이터담당관,20200102141034,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-4263,"CC BY",https://opengov.seoul.go.kr/public/19498243
19498526,행정,"2019년 12월 유형별 서식민원처리실적(시본청)",배병만,시민봉사담당관,20200102150833,"행정ㆍ기타>민원행정서비스>민원처리실적>유형별 민원처리실적",2133-7908,"CC BY-NC-SA",https://opengov.seoul.go.kr/public/19498526
19498527,공통업무,"교통방송_기술국_2019년 상품권 구매 및 사용내역",황승기,"교통방송 기술국",20200102151406,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-311-5515,"CC BY-ND",https://opengov.seoul.go.kr/public/19498527
19498531,행정,"2019년 10~12월  서울창업디딤터 업무추진비 공개",유덕종,투자창업과,20200102000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4881,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19498531
19498539,공통업무,"2019년 광암아리수정수센터 상품권 구매 및 사용내역",김애련,광암아리수정수센터,20200102160206,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3146-5314,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19498539
19498557,공통업무,"2019년 구의아리수정수센터 상품권 구매 및 사용내역",하재용,행정관리과,20200102000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3146-5414,"CC BY-ND",https://opengov.seoul.go.kr/public/19498557
19507133,공통업무,"2019 교통방송 보도국 생활정보센터 상품권 구매 및 사용내역",김미선,보도국,20200103102700,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-311-5556,"CC BY",https://opengov.seoul.go.kr/public/19507133
19515849,주택도시계획,"19년도 상반기 도시형생활주택 현황",서형일,공동주택과,20200106162710,"주택ㆍ도시계획>임대주택>임대주택 개발 공급현황>도시형 생활주택 공급제도 운영현황",02-2133-7139,"CC BY-ND",https://opengov.seoul.go.kr/public/19515849
19515855,행정,"서울시 협동조합지원센터 업무추진비 집행내역",전민재,사회적경제담당관,20200106172636,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5478,"CC BY",https://opengov.seoul.go.kr/public/19515855
19515858,행정,"2019년 제3차 민간위탁 종합성과평가 결과",권혜민,조직담당관,20200106173729,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁 종합성과평가 결과",2133-6753,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19515858
