nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
19884024,행정,"2020년 2월 유형별 서식민원처리실적(시본청)",배병만,시민봉사담당관,20200302115200,"행정ㆍ기타>민원행정서비스>민원처리실적>유형별 민원처리실적",2133-7908,"CC BY-NC-SA",https://opengov.seoul.go.kr/public/19884024
19884034,안전,"지점별 항목별 수질현황(2020년 1월)",황동현,물순환정책과,20200302000000,"안전>하천수질관리>한강 수질검사 결과>한강 수질검사 결과",0221333779,"CC BY-ND",https://opengov.seoul.go.kr/public/19884034
19884122,공통업무,"도시기반시설본부 도시철도사업부 상품권 구매내역 공표",전영숙,도시철도사업부,20200302162236,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",772-7166,"CC BY-ND",https://opengov.seoul.go.kr/public/19884122
19884132,공통업무,"2019년 감사위원회 감사담당관 상품권 구입내역",민우경,감사담당관,20200302181228,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-3021,"CC BY-ND",https://opengov.seoul.go.kr/public/19884132
19884134,공통업무,"2019년도 주거사업과 상품권 구매 및 사용 내역",박성규,주거사업과,20200302181904,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-7215,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19884134
19884137,공통업무,"2019년 청소년정책과 상품권 구매 및 사용내역",김병수,공원운영과,20200302183415,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-4117,"CC BY",https://opengov.seoul.go.kr/public/19884137
19884144,공통업무,"2019년 상품권 구매 및 사용내역",장석,환경정책과,20200302000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-3515,"CC BY-NC-SA",https://opengov.seoul.go.kr/public/19884144
19884145,공통업무,"2019년 양천소방서 상품권 구매 및 사용내역 공개",박승신,소방행정과,20200302000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2651-7384,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19884145
19884146,공통업무,"2019년도 인력개발과 상품권 구매 및 사용내역",박수지,인력개발과,20200302000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-5760,"CC BY",https://opengov.seoul.go.kr/public/19884146
19884147,공통업무,"2019년 물재생시설과 상품권 구매 및 사용내역 공개",김수진,물재생시설과,20200302000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-3825,"CC BY",https://opengov.seoul.go.kr/public/19884147
19884148,공통업무,"2019년 상품권 구매 및 사용 내역",배재경,"요금관리부 요금제도과",20200302000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",3146-1184,"CC BY",https://opengov.seoul.go.kr/public/19884148
19884149,공통업무,"상품권 구매 및 사용내역",김영일,주거재생과,20200302214454,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-7163,"CC BY",https://opengov.seoul.go.kr/public/19884149
19884150,공통업무,"2019년 상품권 구매 및 사용내역(도시빛정책과)",김미정,도시빛정책과,20200302215200,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-1919,"CC BY-ND",https://opengov.seoul.go.kr/public/19884150
19893789,공통업무,서울대공총무과상품권구매내역(19.1~4),강윤희,총무과,20200303093007,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",500-7216,"CC BY",https://opengov.seoul.go.kr/public/19893789
19893790,공통업무,"서울대공원 총무과 상품권 구매내역(19.5~11)",강윤희,총무과,20200303093416,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",500-7216,"CC BY",https://opengov.seoul.go.kr/public/19893790
19893791,공통업무,"2019 상품권 구매 및 사용내역 공개",이승연,총무과,20200303093713,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-724-0270,"CC BY",https://opengov.seoul.go.kr/public/19893791
19893793,공통업무,"서울대공원 총무과 상품권 구매내역(19.12)",강윤희,총무과,20200303093934,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",500-7216,"CC BY",https://opengov.seoul.go.kr/public/19893793
19893794,공통업무,"2019년 상품권 구매 및 사용내역(지역돌봄복지과)",이진희,지역돌봄복지과,20200303094045,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-7377,"CC BY-ND",https://opengov.seoul.go.kr/public/19893794
19893798,공통업무,"2019년 상품권 구매 및 사용내역(기획조정실)",김태완,기획당당관,20200303101605,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-6617,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19893798
19893799,공통업무,"2019년 상품권 구매 및 사용내역 공개",백경복,수질연구과,20200303101910,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3146-1733,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19893799
19893801,공통업무,"2019년 장애인자립지원과 상품권 구매내역(수정)",허학영,장애인자립지원과,20200303103904,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-7477,"CC BY",https://opengov.seoul.go.kr/public/19893801
19893803,공통업무,"2019년 상품권 구매 및 사용내역 공개(종로소방서)",이정원,"종로소방서 소방행정과",20200303000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-732-0109,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19893803
19893808,공통업무,"2019년도 상수도사업본부 생산부 상품권 구매 및 사용내역 공개",이인재,생산관리과,20200303110411,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3146-1314,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19893808
19893809,공통업무,"상품권 구매 및 사용내역 공개(은평소방서)",차영진,"은평소방서 소방행정과",20200303111117,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",023893119,"CC BY",https://opengov.seoul.go.kr/public/19893809
19893811,공통업무,"2019년 서부수도사업소 급수운영과 상품권 구매 및 사용내역",임재석,"서부수도사업소 급수운영과",20200303000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3146-3642,"CC BY",https://opengov.seoul.go.kr/public/19893811
19893812,공통업무,"2019년 서울대공원 시설과 상품권 구매 및 사용내역",김애자,"서울대공원 시설과",20200303112939,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-500-7435,"CC BY",https://opengov.seoul.go.kr/public/19893812
19893813,공통업무,"상품권 구매 및 사용내역",김진영,전략계획과,20200303113206,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-2583,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19893813
19893814,공통업무,"2019년 상품권 구매 및 사용내역(동부도로사업소)",안희정,관리단속과,20200303000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2040-0312,"CC BY",https://opengov.seoul.go.kr/public/19893814
19893815,공통업무,"2019년 서부수도사업소 시설관리과 상품권 구매 및 사용내역",김대용,시설관리과,20200303113511,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",3146-3707,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19893815
19893822,공통업무,"2019년 뉴미디어담당관 상품권 구매 및 사용내역",최애정,뉴미디어담당관,20200303133344,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-6486,"CC BY",https://opengov.seoul.go.kr/public/19893822
19893823,공통업무,"뚝도아리수정수센터 2019년 액션미팅 행사용 상품권 구매",이옥순,"뚝도아리수정수센터 행정관리과",20200303133621,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",3146-5516,"CC BY-NC",https://opengov.seoul.go.kr/public/19893823
19893824,공통업무,"2019년 현장직무교육 교재작성 등 관련자 시상용 상품권 구입",이옥순,"뚝도아리수정수센터 행정관리과",20200303133900,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",3146-5516,"CC BY-NC",https://opengov.seoul.go.kr/public/19893824
19893826,공통업무,"업무추진비(실국본부, 4급이상) 상품권 구매 및 사용내역",이승희,한양도성도감,20200303140227,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-2654,"CC BY",https://opengov.seoul.go.kr/public/19893826
19893829,공통업무,"'19년도 강동소방서 상품권 구매 및 사용내역",이정민,"강동소방서 소방행정과",20200303142618,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-6981-7614,"CC BY",https://opengov.seoul.go.kr/public/19893829
19893836,공통업무,"2019년 도시기반시설본부 설비부 상품권 구매 및 사용내역",이금선,설비부,20200303000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3708-8609,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19893836
19893839,공통업무,"서부공원녹지사업소 2019년도 상품권 구매내역 공개",장예림,공원운영과,20200303151108,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",300-5526,"CC BY",https://opengov.seoul.go.kr/public/19893839
19894405,공통업무,"상품권 구매 내역 공개",노주연,거점성장추진단,20200303152136,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-8509,"CC BY",https://opengov.seoul.go.kr/public/19894405
19894408,공통업무,"2019년 중부수도사업소 행정지원과 상품권 구매 및 사용내역",신국재,"중부수도사업소 행정지원과",20200303152909,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3146-2012,"CC BY",https://opengov.seoul.go.kr/public/19894408
19894411,공통업무,"상품권 구매 및 사용내역 공개(북부수도사업소 급수운영과)",이정수,급수운영과,20200303000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",3146-3344,"CC BY",https://opengov.seoul.go.kr/public/19894411
19894418,공통업무,상품권구매및사용내역(2019.1월~12월),김성태,조경과,20200303163336,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-500-7511,"CC BY-ND",https://opengov.seoul.go.kr/public/19894418
19894421,공통업무,"동부수도사업소 시설관리과 상품권 구매 현황",김혜숙,"동부수도사업소 시설관리과",20200303000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",0231462807,"CC BY",https://opengov.seoul.go.kr/public/19894421
19894423,공통업무,"2019년 상품권 구매및 사용내역",이순재,도시철도건축부,20200303165715,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",772-7333,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/19894423
